ID_Turno,Fecha,Anio,Actor_Final,Rol_Final,Grupo_Actor,Naturaleza_Turno,Palabras,Lex_Score,HD_Score_Modelo,HD_Clase_Modelo,Margen,HD_Confianza_Modelo,En_Universo_Entrenado,En_Muestra_500,HD_Score_Oro,HD_Clase_Oro
RPM-2007-08-09:T6,2007-08-09,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,170,0.0,-0.0105,NEUTRAL,0.9596,0.9765,true,false,,
RPM-2007-08-09:T7,2007-08-09,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,101,0.0,0.0134,NEUTRAL,0.8644,0.914,false,false,,
RPM-2007-08-09:T8,2007-08-09,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,55,0.0,-0.2683,NEUTRAL,0.1799,0.5427,false,false,,
RPM-2007-08-09:T9,2007-08-09,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,114,0.0,0.0407,NEUTRAL,0.8737,0.9293,false,false,,
RPM-2007-08-09:T10,2007-08-09,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,101,0.0,-0.0312,NEUTRAL,0.8219,0.8917,false,false,,
RPM-2007-08-09:T11,2007-08-09,2007,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,INTERVENCION,83,0.0,-0.17,NEUTRAL,0.565,0.7667,false,false,,
RPM-2007-08-09:T12,2007-08-09,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,245,0.0,-0.0579,NEUTRAL,0.845,0.9159,true,false,,
RPM-2007-08-09:T13,2007-08-09,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,109,0.0,-0.0447,NEUTRAL,0.8987,0.9474,false,false,,
RPM-2007-08-09:T14,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,30,0.0,0.0187,NEUTRAL,0.9437,0.9687,false,false,,
RPM-2007-08-09:T15,2007-08-09,2007,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,2301,0.2174,0.5711,HAWKISH,0.1881,0.5864,true,false,,
RPM-2007-08-09:T16,2007-08-09,2007,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,32,0.0,-0.5779,DOVISH,0.4448,0.6742,false,false,,
RPM-2007-08-09:T17,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,12,0.0,-0.1194,NEUTRAL,0.5403,0.7333,false,false,,
RPM-2007-08-09:T18,2007-08-09,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,87,0.0,-0.1241,NEUTRAL,0.2137,0.5172,false,false,,
RPM-2007-08-09:T19,2007-08-09,2007,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,62,0.0,0.0903,NEUTRAL,0.6446,0.7931,false,false,,
RPM-2007-08-09:T20,2007-08-09,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,125,0.0,0.0044,NEUTRAL,0.9755,0.9851,false,false,,
RPM-2007-08-09:T21,2007-08-09,2007,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,82,0.0,0.0264,NEUTRAL,0.9346,0.9652,false,false,,
RPM-2007-08-09:T22,2007-08-09,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,228,0.0,-0.29,DOVISH,0.218,0.5027,true,false,,
RPM-2007-08-09:T23,2007-08-09,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,109,0.0,-0.0106,NEUTRAL,0.9215,0.9512,false,false,,
RPM-2007-08-09:T24,2007-08-09,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,63,0.0,0.2719,NEUTRAL,0.422,0.7053,false,false,,
RPM-2007-08-09:T25,2007-08-09,2007,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,44,0.0,-0.0001,NEUTRAL,0.9686,0.9791,false,false,,
RPM-2007-08-09:T26,2007-08-09,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,41,0.0,0.0005,NEUTRAL,0.9637,0.976,false,false,,
RPM-2007-08-09:T27,2007-08-09,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,142,0.0,0.2324,NEUTRAL,0.0225,0.4258,false,false,,
RPM-2007-08-09:T28,2007-08-09,2007,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,29,0.0,0.0091,NEUTRAL,0.957,0.9743,false,false,,
RPM-2007-08-09:T29,2007-08-09,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,13,0.0,-0.832,DOVISH,0.6966,0.8428,false,false,,
RPM-2007-08-09:T30,2007-08-09,2007,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,INTERVENCION,72,0.0,0.2036,HAWKISH,0.0366,0.4134,false,false,,
RPM-2007-08-09:T31,2007-08-09,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,57,0.0,0.0325,NEUTRAL,0.4914,0.6717,false,false,,
RPM-2007-08-09:T32,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,17,0.0,-0.0071,NEUTRAL,0.76,0.8424,false,false,,
RPM-2007-08-09:T33,2007-08-09,2007,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,INTERVENCION,212,0.0,-0.0117,NEUTRAL,0.9448,0.9671,true,false,,
RPM-2007-08-09:T34,2007-08-09,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,117,0.6,0.189,NEUTRAL,0.436,0.687,false,false,,
RPM-2007-08-09:T35,2007-08-09,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,134,0.1429,-0.0074,NEUTRAL,0.9537,0.9716,false,false,,
RPM-2007-08-09:T36,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,66,-0.3333,-0.0221,NEUTRAL,0.8535,0.9097,false,false,,
RPM-2007-08-09:T37,2007-08-09,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,61,0.0,0.0055,NEUTRAL,0.9815,0.9895,false,false,,
RPM-2007-08-09:T38,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,23,0.0,-0.0666,NEUTRAL,0.7837,0.878,false,false,,
RPM-2007-08-09:T39,2007-08-09,2007,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,13,0.0,0.0537,NEUTRAL,0.7148,0.8278,false,false,,
RPM-2007-08-09:T40,2007-08-09,2007,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,INTERVENCION,191,0.0,0.1463,NEUTRAL,0.4703,0.6956,true,false,,
RPM-2007-08-09:T41,2007-08-09,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,250,0.0,0.0194,NEUTRAL,0.9421,0.9679,true,false,,
RPM-2007-08-09:T42,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,20,0.0,-0.0422,NEUTRAL,0.8552,0.9175,false,false,,
RPM-2007-08-09:T43,2007-08-09,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,13,0.0,-0.1556,NEUTRAL,0.5903,0.7788,false,false,,
RPM-2007-08-09:T44,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,21,0.0,-0.0055,NEUTRAL,0.9685,0.9809,false,false,,
RPM-2007-08-09:T45,2007-08-09,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,1778,0.3061,0.901,HAWKISH,0.8289,0.91,true,false,,
RPM-2007-08-09:T46,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,13,0.0,-0.0636,NEUTRAL,0.7575,0.8595,false,false,,
RPM-2007-08-09:T47,2007-08-09,2007,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,INTERVENCION,1446,0.1111,0.9336,HAWKISH,0.8912,0.9416,true,false,,
RPM-2007-08-09:T48,2007-08-09,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,501,0.7647,0.8869,HAWKISH,0.8197,0.9022,true,false,,
RPM-2007-08-09:T49,2007-08-09,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,296,-0.2,-0.0294,NEUTRAL,0.6453,0.7733,true,false,,
RPM-2007-08-09:T50,2007-08-09,2007,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,INTERVENCION,348,0.0,0.1192,NEUTRAL,0.6011,0.7738,true,false,,
RPM-2007-08-09:T51,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,15,0.0,-0.5849,DOVISH,0.5227,0.7025,false,false,,
RPM-2007-08-09:T52,2007-08-09,2007,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,INTERVENCION,959,0.4667,0.5402,HAWKISH,0.2443,0.5948,true,false,,
RPM-2007-08-09:T53,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,28,0.0,-0.5386,DOVISH,0.5386,0.7111,false,false,,
RPM-2007-08-09:T54,2007-08-09,2007,Enrique Marshall Rivera,Consejero,CONSEJO,INTERVENCION,1027,0.0,0.7925,HAWKISH,0.7925,0.8857,true,false,,
RPM-2007-08-09:T55,2007-08-09,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,1165,0.7647,0.8695,HAWKISH,0.8392,0.9029,true,false,,
RPM-2007-08-09:T56,2007-08-09,2007,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,955,0.2174,0.976,HAWKISH,0.9694,0.9818,true,false,,
RPM-2007-08-09:T57,2007-08-09,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,722,0.7143,0.9731,HAWKISH,0.9586,0.9772,true,false,,
RPM-2007-08-09:T58,2007-08-09,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,743,0.2,0.7816,HAWKISH,0.5821,0.7879,true,false,,
RPM-2007-08-09:T59,2007-08-09,2007,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,443,0.5556,0.9753,HAWKISH,0.9619,0.9791,false,false,,
RPM-2007-08-09:T60,2007-08-09,2007,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,25,0.0,0.0134,NEUTRAL,0.9093,0.944,false,false,,
RPM-2007-09-13:T1,2007-09-13,2007,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,220,0.0,-0.2476,NEUTRAL,0.3732,0.6646,false,false,,
RPM-2007-09-13:T2,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,108,0.0,-0.011,NEUTRAL,0.9502,0.9705,false,false,,
RPM-2007-09-13:T3,2007-09-13,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,2138,-0.375,-0.9191,DOVISH,0.8418,0.9203,true,false,,
RPM-2007-09-13:T4,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,24,0.0,0.0004,NEUTRAL,0.9774,0.985,false,false,,
RPM-2007-09-13:T5,2007-09-13,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,40,0.0,0.0746,NEUTRAL,0.7693,0.8711,false,false,,
RPM-2007-09-13:T6,2007-09-13,2007,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,INTERVENCION,165,0.0,-0.0974,NEUTRAL,0.7832,0.8879,true,false,,
RPM-2007-09-13:T7,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,72,0.0,-0.0005,NEUTRAL,0.9797,0.9866,false,false,,
RPM-2007-09-13:T8,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,26,0.0,0.0015,NEUTRAL,0.9947,0.997,false,false,,
RPM-2007-09-13:T9,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,41,0.0,-0.519,DOVISH,0.0853,0.5348,false,false,,
RPM-2007-09-13:T10,2007-09-13,2007,Sergio Lehmann Beresi,Gerente de Análisis Internacional,STAFF,INTERVENCION,48,0.0,-0.1049,NEUTRAL,0.6636,0.8107,false,false,,
RPM-2007-09-13:T11,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,38,0.0,-0.3843,NEUTRAL,0.2002,0.5949,false,false,,
RPM-2007-09-13:T12,2007-09-13,2007,Enrique Marshall Rivera,Consejero,CONSEJO,INTERVENCION,196,0.0,0.0302,NEUTRAL,0.922,0.9581,true,false,,
RPM-2007-09-13:T13,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,120,0.0,-0.1906,NEUTRAL,0.481,0.7175,false,false,,
RPM-2007-09-13:T14,2007-09-13,2007,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,INTERVENCION,218,0.0,-0.0391,NEUTRAL,0.8876,0.9381,true,false,,
RPM-2007-09-13:T15,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,87,0.0,0.0112,NEUTRAL,0.8711,0.9178,false,false,,
RPM-2007-09-13:T16,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,38,0.0,-0.7412,DOVISH,0.5011,0.7474,false,false,,
RPM-2007-09-13:T17,2007-09-13,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,175,0.0,-0.0454,NEUTRAL,0.8345,0.9048,true,false,,
RPM-2007-09-13:T18,2007-09-13,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,207,0.0,-0.0014,NEUTRAL,0.927,0.9518,true,true,0.0,NEUTRAL
RPM-2007-09-13:T19,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,123,0.0,-0.0417,NEUTRAL,0.8455,0.9109,false,false,,
RPM-2007-09-13:T20,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,158,0.0,0.009,NEUTRAL,0.9709,0.9836,true,true,0.0,NEUTRAL
RPM-2007-09-13:T21,2007-09-13,2007,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,INTERVENCION,185,0.0,0.0638,NEUTRAL,0.7366,0.8457,true,true,0.0,NEUTRAL
RPM-2007-09-13:T22,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,150,0.0,-0.2161,NEUTRAL,0.5422,0.7669,true,false,,
RPM-2007-09-13:T23,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,44,0.0,-0.0083,NEUTRAL,0.9727,0.9846,false,false,,
RPM-2007-09-13:T24,2007-09-13,2007,Enrique Marshall Rivera,Consejero,CONSEJO,INTERVENCION,33,0.0,0.0649,NEUTRAL,0.8521,0.923,false,false,,
RPM-2007-09-13:T25,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,59,0.0,0.1657,NEUTRAL,0.6207,0.8023,false,false,,
RPM-2007-09-13:T26,2007-09-13,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,174,0.0,-0.008,NEUTRAL,0.9802,0.9894,true,false,,
RPM-2007-09-13:T27,2007-09-13,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,79,0.0,-0.1405,NEUTRAL,0.3375,0.6051,false,false,,
RPM-2007-09-13:T28,2007-09-13,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,102,0.0,0.0631,NEUTRAL,0.8363,0.9119,false,false,,
RPM-2007-09-13:T29,2007-09-13,2007,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,173,-0.5,-0.0862,NEUTRAL,0.785,0.8854,true,false,,
RPM-2007-09-13:T30,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,110,0.0,-0.0732,NEUTRAL,0.7681,0.8698,false,false,,
RPM-2007-09-13:T31,2007-09-13,2007,Enrique Marshall Rivera,Consejero,CONSEJO,INTERVENCION,138,0.0,0.0089,NEUTRAL,0.8971,0.9344,false,false,,
RPM-2007-09-13:T32,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,136,0.0,-0.5249,DOVISH,0.0622,0.529,false,false,,
RPM-2007-09-13:T33,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,26,0.0,0.0332,NEUTRAL,0.9099,0.951,false,false,,
RPM-2007-09-13:T34,2007-09-13,2007,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,1675,0.2727,0.2029,NEUTRAL,0.5139,0.7436,true,false,,
RPM-2007-09-13:T35,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,12,0.0,-0.1194,NEUTRAL,0.5403,0.7333,false,false,,
RPM-2007-09-13:T36,2007-09-13,2007,Beltrán de Ramón Acevedo,Gerente de Mercados Financieros Nacionales,STAFF,INTERVENCION,313,0.4286,0.0135,NEUTRAL,0.8484,0.9034,true,false,,
RPM-2007-09-13:T37,2007-09-13,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,68,0.0,-0.0001,NEUTRAL,0.9674,0.9783,false,false,,
RPM-2007-09-13:T38,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,24,0.0,0.1125,NEUTRAL,0.7226,0.8526,false,false,,
RPM-2007-09-13:T39,2007-09-13,2007,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,INTERVENCION,89,0.0,0.7692,HAWKISH,0.7484,0.8392,false,false,,
RPM-2007-09-13:T40,2007-09-13,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,231,0.0,0.0003,NEUTRAL,0.9964,0.9977,true,true,0.0,NEUTRAL
RPM-2007-09-13:T41,2007-09-13,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,142,-0.6,-0.0268,NEUTRAL,0.7466,0.84,false,false,,
RPM-2007-09-13:T42,2007-09-13,2007,Enrique Marshall Rivera,Consejero,CONSEJO,INTERVENCION,151,0.0,0.0292,NEUTRAL,0.9165,0.954,true,false,,
RPM-2007-09-13:T43,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,119,0.0,0.0426,NEUTRAL,0.9033,0.9497,false,false,,
RPM-2007-09-13:T44,2007-09-13,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,106,0.0,0.0509,NEUTRAL,0.8859,0.9409,false,false,,
RPM-2007-09-13:T45,2007-09-13,2007,Enrique Marshall Rivera,Consejero,CONSEJO,INTERVENCION,41,0.0,0.0788,NEUTRAL,0.8101,0.8997,false,false,,
RPM-2007-09-13:T46,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,71,0.0,-0.01,NEUTRAL,0.97,0.9833,false,false,,
RPM-2007-09-13:T47,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,92,0.0,-0.0033,NEUTRAL,0.8972,0.9326,false,false,,
RPM-2007-09-13:T48,2007-09-13,2007,Enrique Marshall Rivera,Consejero,CONSEJO,INTERVENCION,96,0.0,0.006,NEUTRAL,0.9762,0.9861,false,false,,
RPM-2007-09-13:T49,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,16,0.0,-0.6682,DOVISH,0.3691,0.6791,false,false,,
RPM-2007-09-13:T50,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,74,0.0,-0.1256,NEUTRAL,0.5939,0.7711,false,false,,
RPM-2007-09-13:T51,2007-09-13,2007,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,INTERVENCION,30,0.0,-0.6662,DOVISH,0.4654,0.7105,false,false,,
RPM-2007-09-13:T52,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,31,0.0,-0.0065,NEUTRAL,0.9484,0.9677,false,false,,
RPM-2007-09-13:T53,2007-09-13,2007,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,INTERVENCION,20,0.0,0.1489,HAWKISH,0.0338,0.3942,false,false,,
RPM-2007-09-13:T54,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,65,0.0,-0.0161,NEUTRAL,0.9524,0.9737,false,false,,
RPM-2007-09-13:T55,2007-09-13,2007,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,54,0.0,0.0294,NEUTRAL,0.9129,0.9518,false,false,,
RPM-2007-09-13:T56,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,35,0.0,-0.1931,NEUTRAL,0.5982,0.7965,false,false,,
RPM-2007-09-13:T57,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,24,0.0,-0.0222,NEUTRAL,0.6519,0.7753,false,false,,
RPM-2007-09-13:T58,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,34,0.0,-0.008,NEUTRAL,0.8392,0.8955,false,false,,
RPM-2007-09-13:T59,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,57,0.0,-0.5744,DOVISH,0.4284,0.6676,false,false,,
RPM-2007-09-13:T60,2007-09-13,2007,Igal Magendzo Weinberger,Gerente de Análisis Macroeconómico,STAFF,INTERVENCION,41,0.0,-0.0099,NEUTRAL,0.677,0.788,false,false,,
RPM-2007-09-13:T61,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,57,0.0,-0.1804,NEUTRAL,0.4593,0.6996,false,false,,
RPM-2007-09-13:T62,2007-09-13,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,66,0.0,-0.0607,NEUTRAL,0.6734,0.8025,false,false,,
RPM-2007-09-13:T63,2007-09-13,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,51,0.0,-0.0003,NEUTRAL,0.9661,0.9775,false,false,,
RPM-2007-09-13:T64,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,23,0.0,-0.0666,NEUTRAL,0.7837,0.878,false,false,,
RPM-2007-09-13:T65,2007-09-13,2007,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,13,0.0,0.0537,NEUTRAL,0.7148,0.8278,false,false,,
RPM-2007-09-13:T66,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,54,0.0,-0.0585,NEUTRAL,0.8115,0.8938,false,false,,
RPM-2007-09-13:T67,2007-09-13,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,179,0.0,-0.033,NEUTRAL,0.9145,0.954,true,false,,
RPM-2007-09-13:T68,2007-09-13,2007,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,INTERVENCION,15,0.0,-0.6254,DOVISH,0.5272,0.7175,false,false,,
RPM-2007-09-13:T69,2007-09-13,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,70,0.0,0.3236,HAWKISH,0.0276,0.4504,false,false,,
RPM-2007-09-13:T70,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,84,0.0,0.0028,NEUTRAL,0.8995,0.9339,false,false,,
RPM-2007-09-13:T71,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,18,0.0,-0.0084,NEUTRAL,0.9483,0.9683,false,false,,
RPM-2007-09-13:T72,2007-09-13,2007,Rodrigo Valdés Pulido,Gerente de División Estudios,STAFF,INTERVENCION,1855,0.7447,0.528,HAWKISH,0.1697,0.5659,true,false,,
RPM-2007-09-13:T73,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,13,0.0,-0.0636,NEUTRAL,0.7575,0.8595,false,false,,
RPM-2007-09-13:T74,2007-09-13,2007,Klaus Schmidt-Hebbel Dunker,Gerente de Investigación Económica,STAFF,INTERVENCION,706,-0.2857,0.3285,NEUTRAL,0.2956,0.6399,true,true,0.0,NEUTRAL
RPM-2007-09-13:T75,2007-09-13,2007,Esteban Jadresic Marinovic,Gerente de División Operaciones Financieras,STAFF,INTERVENCION,624,0.4286,-0.0149,NEUTRAL,0.9483,0.9705,true,false,,
RPM-2007-09-13:T76,2007-09-13,2007,Pablo García Silva,Gerente de División Política Financiera,STAFF,INTERVENCION,326,0.4286,-0.8105,DOVISH,0.6624,0.8243,true,true,-0.5,DOVISH
RPM-2007-09-13:T77,2007-09-13,2007,Andrés Velasco Brañes,Ministro de Hacienda,HACIENDA,INTERVENCION,642,0.0,-0.416,DOVISH,0.1352,0.5171,true,false,,
RPM-2007-09-13:T78,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,28,0.0,-0.5386,DOVISH,0.5386,0.7111,false,false,,
RPM-2007-09-13:T79,2007-09-13,2007,Enrique Marshall Rivera,Consejero,CONSEJO,INTERVENCION,1080,-0.0667,0.8908,HAWKISH,0.8908,0.9289,true,false,,
RPM-2007-09-13:T80,2007-09-13,2007,Manuel Marfán Lewis,Consejero,CONSEJO,INTERVENCION,702,-0.3333,0.9255,HAWKISH,0.9023,0.9426,true,true,0.5,HAWKISH
RPM-2007-09-13:T81,2007-09-13,2007,Jorge Desormeaux Jiménez,Consejero,CONSEJO,INTERVENCION,762,0.6923,0.9898,HAWKISH,0.9843,0.9914,true,true,0.75,HAWKISH
RPM-2007-09-13:T82,2007-09-13,2007,José De Gregorio Rebeco,Vicepresidente del Banco Central,CONSEJO,INTERVENCION,905,0.2941,-0.0936,NEUTRAL,0.3598,0.6044,true,false,,
RPM-2007-09-13:T83,2007-09-13,2007,Vittorio Corbo Lioi,Presidente del Banco Central,CONSEJO,INTERVENCION,529,0.0769,0.648,HAWKISH,0.4168,0.6883,true,false,,
RPM-2007-09-13:T84,2007-09-13,2007,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,394,0.5556,0.971,HAWKISH,0.9494,0.9735,false,false,,
RPM-2007-09-13:T85,2007-09-13,2007,Consejo del Banco Central de Chile,Consejo,CONSEJO,INSTITUCIONAL,24,0.0,-0.2418,NEUTRAL,0.335,0.6372,false,false,,
